PATIENT,Cancer_Diagnosis_1,Outpatient_Sum,Checkup_Sum,Emergency_Sum,Hospital_Sum,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,DESCRIPTION_4,DESCRIPTION_5,DESCRIPTION_6,DESCRIPTION_7,DESCRIPTION_8,DESCRIPTION_9,DESCRIPTION_10,DESCRIPTION_11,DESCRIPTION_12,DESCRIPTION_13,DESCRIPTION_14,DESCRIPTION_15,DESCRIPTION_16,DESCRIPTION_17,DIAG_YEAR_1,DIAG_YEAR_2,DIAG_YEAR_3,DIAG_YEAR_4,DIAG_YEAR_5,DIAG_YEAR_6,DIAG_YEAR_7,DIAG_YEAR_8,DIAG_YEAR_9,DIAG_YEAR_10,DIAG_YEAR_11,DIAG_YEAR_12,DIAG_YEAR_13,DIAG_YEAR_14,DIAG_YEAR_15,DIAG_YEAR_16,DIAG_YEAR_17,BIRTHYEAR,DEATHYEAR,AGE,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Normal pregnancy,Otitis media,Streptococcal sore throat (disorder),Prediabetes,Sprain of ankle,Chronic sinusitis (disorder),Hypertension,Polyp of colon,Sinusitis (disorder),Acute bacterial sinusitis (disorder),Whiplash injury to neck,Concussion with no loss of consciousness,Coronary Heart Disease,Sprain of wrist,Escherichia coli urinary tract infection,Fracture of clavicle,Osteoporosis (disorder),Diabetes
c0a4ae66-9c22-46cd-a1ff-83f0c42dec77,0.0,2,0,0,0,17/03/1972,,999-46-8042,S99958399,X95498652X,Mrs.,Gideon513,Haley553,,Ryan407,M,white,irish,F,North Andover MA US,55885 Hermiston Prairie Haverhill MA 01835 US,Normal pregnancy,Miscarriage in first trimester,Fetus with chromosomal abnormality,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,2011.0,2011.0,2011.0,2011.0,2013.0,,,,,,,,,,,,,1972.0,,44.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be8df65f-0540-469b-9d40-38d0fe651a32,0.0,5,0,1,0,2003-09-15,,999-92-2072,,,,Germaine377,Franecki497,,,,white,italian,F,Framingham MA US,862 Roberts Grove Boston MA 02110 US,Facial laceration,Viral sinusitis (disorder),Acute bronchitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,2011.0,2012.0,2012.0,2013.0,2014.0,,,,,,,,,,,,,2003.0,,13.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcefee4c-5e59-4665-827b-403f193abed7,0.0,2,0,2,2,1967-03-28,,999-69-1898,S99971874,false,Mr.,Hilton345,Leuschke514,,,S,white,italian,M,Leyden MA US,7866 Hessel Hill Suite 146 Brockton MA 02303 US,Diabetes,,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1967.0,,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3cc74980-6ee9-4b82-b96b-862eb4b16025,0.0,4,0,0,0,1993-12-23,,999-83-5200,S99984123,false,Mr.,Eleanore535,Toy51,,,,white,italian,M,Concord MA US,718 Elissa Parkways Apt. 812 Longmeadow MA 01116 US,Acute bronchitis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,2010.0,2013.0,2015.0,2015.0,,,,,,,,,,,,,,1993.0,,23.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af226be6-83aa-4e66-af08-7906abd5ab85,0.0,9,0,0,0,,,,,,,,,,,,,,,,,Otitis media,Otitis media,Streptococcal sore throat (disorder),,,,,,,,,,,,,,,2010.0,2011.0,2014.0,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4bbda2db-1c34-45b1-81b1-e731592df16e,0.0,2,0,2,1,1985-02-20,,999-26-1626,S99970044,X38061954X,Mr.,Dana295,Schuppe558,,,M,black,dominican,M,Springfield MA US,521 Miller Way Suite 193 Brockton MA 02304 US,Viral sinusitis (disorder),Appendicitis,History of appendectomy,Whiplash injury to neck,,,,,,,,,,,,,,2012.0,2013.0,2013.0,2014.0,,,,,,,,,,,,,,1985.0,,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4774c522-f981-4fbc-a1fd-ba513c52f204,0.0,5,0,1,0,2003-08-21,,999-21-7976,,,,Conor353,Yost598,,,,white,italian,F,North Reading MA US,644 Hyatt Meadow Mendon MA 01756 US,Viral sinusitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),Facial laceration,Acute bronchitis (disorder),Acute bronchitis (disorder),Otitis media,Streptococcal sore throat (disorder),,,,,,,,,,2011.0,2012.0,2013.0,2013.0,2013.0,2015.0,2015.0,2015.0,,,,,,,,,,2003.0,,13.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a131df67-e1d5-4175-b510-d79c4b447c93,0.0,2,0,0,0,1980-12-14,,999-80-7439,S99995438,X48109384X,Mrs.,Aliyah777,Ankunding650,,Cruickshank52,M,white,french_canadian,F,Belchertown MA US,456 Gordon Glen Suite 171 Chelmsford MA 01824 US,Acute bronchitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1980.0,,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1811b68-755f-435b-967b-a3f83dddd6a2,0.0,12,0,1,0,2009-11-27,,999-29-3086,,,,Carroll626,Pfannerstill361,,,,white,french,F,Amherst MA US,33121 Carli Plain Norton MA 02766 US,Viral sinusitis (disorder),Sprain of ankle,Viral sinusitis (disorder),,,,,,,,,,,,,,,2011.0,2012.0,2012.0,,,,,,,,,,,,,,,2009.0,,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5491714a-ce99-42dd-94a0-e84eb4455b1d,0.0,5,0,0,0,1955-05-15,,999-32-8060,S99986050,X79245213X,Mr.,Kristofer3,Beahan379,,,M,white,french,M,Haverhill MA US,16629 Camryn Views Suite 387 Boston MA 02215 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2011.0,2011.0,,,,,,,,,,,,,,,,1955.0,,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22b166e7-94e5-4ac4-8fbd-d92da9c71e20,0.0,2,0,1,0,1974-08-19,,999-49-6337,S99915373,X19909305X,Mrs.,Gilbert175,Deckow74,,Weissnat949,M,white,irish,F,Grafton MA US,889 Carolyne Vista Woburn MA 01801 US,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Sprain of ankle,,,,,,,,,,,,,2011.0,2012.0,2014.0,2015.0,2015.0,,,,,,,,,,,,,1974.0,,42.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5ad22d8b-a802-46cd-a467-4d9d8dcc63b9,0.0,2,1,2,0,1976-03-13,,999-11-5707,S99976008,false,Mrs.,Timmy554,Conroy121,,Nader913,M,white,french,F,Leominster MA US,82304 West Avenue Waltham MA 02452 US,Viral sinusitis (disorder),Normal pregnancy,Miscarriage in second trimester,Congenital uterine anomaly,Concussion with no loss of consciousness,Whiplash injury to neck,Viral sinusitis (disorder),,,,,,,,,,,2011.0,2012.0,2012.0,2012.0,2014.0,2015.0,2015.0,,,,,,,,,,,1976.0,,40.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
49d486f1-3494-4139-af39-b4cd43660025,0.0,62,0,1,0,18/05/1977,,999-22-7053,S99924199,FALSE,Mr.,Cornelius238,Dietrich207,,,M,white,french_canadian,M,Worcester MA US,7856 Schultz Valley Apt. 478 Beverly MA 01915 US,Coronary Heart Disease,Chronic intractable migraine without aura,Contact dermatitis,Acute bronchitis (disorder),Laceration of foot,Viral sinusitis (disorder),,,,,,,,,,,,2007.0,2007.0,2010.0,2011.0,2012.0,2015.0,,,,,,,,,,,,1977.0,,39.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
e5beec57-07c7-43d7-a341-87347c8b0bb0,0.0,5,1,1,0,1961-11-21,,999-44-1247,S99968614,false,Mr.,Cornelius273,Eichmann900,,,M,black,dominican,M,Attleboro MA US,7348 Rogahn Ports Newton MA 02462 US,Sprain of ankle,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2014.0,2015.0,2015.0,,,,,,,,,,,,,,,1961.0,,55.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9ecc25ca-d2fd-439c-861c-a4de548b8897,0.0,6,0,0,0,2002-12-13,,999-75-2982,,,,Wava109,Christiansen631,,,,white,irish,F,Lee MA US,382 Mallory Summit Hampden MA 01036 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2012.0,2012.0,,,,,,,,,,,,,,,,2002.0,,14.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ff663ca-3a9c-4894-8170-1948432bdb56,0.0,6,1,2,1,1952-09-23,,999-76-5810,S99952649,false,Mrs.,Dewitt252,Feest623,,Abbott186,M,white,italian,F,Taunton MA US,73379 Berge Summit East Bridgewater MA 02333 US,Injury of anterior cruciate ligament,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Fracture of clavicle,,,,,,,,,,,,,,2010.0,2011.0,2011.0,2013.0,,,,,,,,,,,,,,1952.0,,64.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
e57b023e-87a8-4f1d-9b00-298b41859742,0.0,5,0,0,0,2004-01-30,,999-11-5628,,,,Marlen320,Mante158,,,,white,german,M,Fall River MA US,77059 Ari Harbors Swampscott MA 01907 US,Acute bronchitis (disorder),Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,2011.0,2015.0,,,,,,,,,,,,,,,,2004.0,,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3242fa0-38b0-4a7f-8caf-a44b135f61d2,0.0,5,0,0,0,1938-04-22,,999-69-6184,S99940210,false,Mrs.,Estevan318,Spencer290,,Olson154,M,white,polish,F,Sturbridge MA US,769 Ebert Tunnel Fairhaven MA 02719 US,Acute bronchitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1938.0,,78.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2243c7a-075d-4948-9f04-cb05f77f8980,0.0,5,1,1,0,1956-07-06,,999-68-2625,S99990560,X29978004X,Mr.,Chaya399,Trantow964,,,S,white,italian,M,Marblehead MA US,845 Gerson Divide Brockton MA 02303 US,Viral sinusitis (disorder),Whiplash injury to neck,Acute bronchitis (disorder),,,,,,,,,,,,,,,2012.0,2014.0,2014.0,,,,,,,,,,,,,,,1956.0,,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35fb9805-8444-41d3-a9c3-43f808a93a8d,0.0,5,0,0,0,1957-04-02,,999-14-4729,S99968715,false,Mr.,Leola890,Ryan200,,,S,asian,chinese,M,Bolton MA US,10618 Yasmine Ridge Suite 271 Medford MA 02156 US,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2010.0,2015.0,,,,,,,,,,,,,,,,1957.0,,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f77b9344-fb07-422b-b043-6c557c8cd4c8,0.0,2,0,0,0,1970-05-27,,999-70-3623,S99939939,X76060204X,Ms.,Erling934,Leannon117,,,S,hispanic,puerto_rican,F,Medford MA US,4609 Connelly Expressway Westfield MA 01086 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Acute bronchitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,2010.0,2010.0,2011.0,2013.0,2013.0,2015.0,,,,,,,,,,,,1970.0,,46.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b1ebd62-a36d-4036-b6d0-691917ee3c59,0.0,3,0,0,0,13/12/1992,,999-22-1229,S99942778,X23644841X,Mr.,Allison540,Strosin15,,,,white,russian,M,Chatham MA US,119 Hoppe Passage Suite 928 Marlborough MA 01752 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1992.0,,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7214625-af15-43f1-9d2a-9bedc64f4a9b,0.0,3,0,1,0,07/05/1966,,999-24-6412,S99962235,X28083688X,Mrs.,Ellie241,Leannon102,,McGlynn211,M,asian,asian_indian,F,Grafton MA US,8284 Ebert Shoal Weymouth MA 02190 US,Sprain of ankle,,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1966.0,,50.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58f425bc-c491-40f5-bcf8-8f2105d7d0be,0.0,6,0,0,0,2007-09-23,,999-74-5734,,,,Adalberto118,Schulist369,,,,white,french_canadian,F,Fitchburg MA US,731 Ferry Court Suite 126 Springfield MA 01152 US,Acute bronchitis (disorder),Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,2012.0,2015.0,,,,,,,,,,,,,,,,2007.0,,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1503ced-373a-44a5-8c71-842ca5c85c95,0.0,6,2,1,0,1960-05-26,,999-24-4251,S99912478,X34840591X,Mr.,Marianna539,Lowe631,,,M,white,french,M,Northampton MA US,18169 Shanna Spur Wales MA 01081 US,Viral sinusitis (disorder),Acute bronchitis (disorder),Facial laceration,,,,,,,,,,,,,,,2010.0,2011.0,2012.0,,,,,,,,,,,,,,,1960.0,,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b33f7ab0-8a6d-4628-a2a6-8dca19793c73,0.0,2,0,0,0,22/10/1967,,999-37-3089,S99935128,X82870570X,Mr.,Albertha38,Hudson688,,,M,white,italian,M,Fall River MA US,850 Rippin Throughway Apt. 938 Chicopee MA 01021 US,Acute viral pharyngitis (disorder),Acute bacterial sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2013.0,,,,,,,,,,,,,,,,1967.0,,49.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8fa22455-81c5-4fed-9c8c-50c4bb24ba79,0.0,7,1,1,0,2007-12-14,,999-86-8115,,,,Mary85,Metz997,,,,white,french,M,Gardner MA US,9513 Mitchell Forks Methuen MA 01844 US,Concussion with no loss of consciousness,Otitis media,Otitis media,,,,,,,,,,,,,,,2010.0,2014.0,2015.0,,,,,,,,,,,,,,,2007.0,,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
e21fe907-3524-4785-8843-c47176f37bdd,0.0,6,0,1,0,1942-03-03,,999-38-6361,S99943811,false,Mr.,Ben382,Cormier45,,,M,black,dominican,M,Boston MA US,28097 Reagan Fort Winthrop MA 02152 US,Facial laceration,Osteoarthritis of knee,,,,,,,,,,,,,,,,2011.0,2015.0,,,,,,,,,,,,,,,,1942.0,,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e07210c1-db6b-4ea4-9860-1d67bfec3f44,0.0,6,1,0,0,1950-12-26,,999-93-8246,S99975730,X36841713X,Mrs.,Scotty891,Fritsch881,,Crist817,M,white,polish,F,Barre MA US,7673 Jeremie Drive Apt. 762 North Reading MA 01889 US,Fracture of forearm,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2010.0,2011.0,,,,,,,,,,,,,,,,1950.0,,66.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46de26e7-8447-4511-a738-85d732c0e43b,0.0,2,0,0,0,1973-02-24,,999-54-5867,S99930231,false,Mrs.,Frank221,Schroeder4,,Schimmel737,M,white,russian,F,Worcester MA US,971 Konopelski Square Springfield MA 01152 US,Appendicitis,History of appendectomy,Cystitis,Prediabetes,Acute bacterial sinusitis (disorder),Chronic sinusitis (disorder),,,,,,,,,,,,2007.0,2007.0,2013.0,2015.0,2015.0,2015.0,,,,,,,,,,,,1973.0,,43.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0f7f4213-a03c-45e8-bc7c-3c87440528a4,0.0,7,0,0,0,2008-11-29,,999-84-2992,,,,Ward424,Aufderhar793,,,,asian,chinese,M,Easton MA US,270 Maudie Courts Chelmsford MA 01824 US,Otitis media,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2010.0,2011.0,2012.0,2012.0,,,,,,,,,,,,,,2008.0,,8.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fe8ca86-7a1e-47af-bd01-3fcc33cf8a33,0.0,5,1,0,0,1946-02-02,,999-47-7122,S99966827,false,Mr.,Esther481,Ratke426,,,M,white,portuguese,M,Weymouth Town MA US,8052 Bode Loop Quincy MA 02170 US,Stroke,Acute bronchitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2007.0,2010.0,2015.0,,,,,,,,,,,,,,,1946.0,,70.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95d4acad-7895-4537-8c6d-beb9beb4a50e,0.0,2,0,0,2,1984-12-11,,999-37-7593,S99984581,X35393174X,Mrs.,Marcella44,Gerhold882,,Fay882,M,white,english,F,Norwood MA US,4390 Valentina Inlet Suite 600 Plymouth MA 02360 US,Normal pregnancy,Normal pregnancy,Viral sinusitis (disorder),,,,,,,,,,,,,,,2010.0,2011.0,2015.0,,,,,,,,,,,,,,,1984.0,,32.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fc85504-df92-4d67-b2aa-c6f7cd3beb9a,0.0,2,0,0,0,17/10/1986,,999-74-9750,S99948694,X34412376X,Mr.,Neil16,Hagenes567,,,M,white,italian,M,Marlborough MA US,87569 Yost Lane Ludlow MA 01056 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1986.0,,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8887bf7b-14dc-441a-b4d9-fe26a1292bf6,0.0,5,1,0,0,1953-12-06,,999-45-6180,S99911748,X60308803X,Mrs.,Wiley428,Parker485,,Rohan283,M,white,english,F,Somerville MA US,181 Dolly Corner Holyoke MA 01041 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,2011.0,2013.0,2013.0,2014.0,2014.0,,,,,,,,,,,,,1953.0,,63.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8028104-2534-4695-8382-cfc702830d58,0.0,5,0,0,0,1960-05-21,,999-19-8023,S99923761,X71931650X,Mr.,Jacynthe130,Kassulke243,,,M,white,french,M,New Bedford MA US,9179 Kilback Springs Chatham MA 02633 US,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2012.0,2013.0,,,,,,,,,,,,,,,,1960.0,,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6709fc4-ca8a-442f-a564-c54bef863b19,0.0,5,1,1,0,1995-08-06,,999-21-5639,S99947163,false,Mr.,Gardner949,Kunde170,,,,white,italian,M,Dartmouth MA US,49550 Prohaska Crossroad Concord MA 01742 US,Closed fracture of hip,,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1995.0,,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ed797f7-d055-4c37-98e9-017defaacc41,0.0,4,1,0,1,1962-09-15,,999-45-9521,S99955742,X78367332X,Mrs.,Marcia461,Lemke759,,Raynor860,M,white,irish,F,Bedford MA US,66300 Moises Forge Kingston MA 02364 US,Prediabetes,Normal pregnancy,Acute bronchitis (disorder),,,,,,,,,,,,,,,2006.0,2011.0,2013.0,,,,,,,,,,,,,,,1962.0,,54.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c10f7ac-e49d-4689-8d63-4f5b4e4bf0c2,0.0,6,0,0,0,2003-01-07,,999-91-4435,,,,Freda821,Wuckert996,,,,white,irish,M,Sturbridge MA US,86650 Macey Coves Apt. 849 Groton MA 01471 US,Viral sinusitis (disorder),Viral sinusitis (disorder),Streptococcal sore throat (disorder),Otitis media,Child attention deficit disorder,Acute viral pharyngitis (disorder),,,,,,,,,,,,2010.0,2011.0,2011.0,2014.0,2015.0,2015.0,,,,,,,,,,,,2003.0,,13.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41d31279-f4e3-4d0b-8ed7-2bf0fae2e756,0.0,4,2,0,0,1963-01-16,,999-81-3839,S99969916,X24761586X,Mr.,Gay809,Herman237,,,M,white,russian,M,Somerville MA US,544 Shanon Unions Clinton MA 01510 US,Injury of tendon of the rotator cuff of shoulder,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2012.0,2012.0,2015.0,,,,,,,,,,,,,,,1963.0,,53.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f282568c-2d6d-43d3-ba42-2e7ebed97d1a,0.0,2,0,0,0,1986-09-02,,999-99-8851,S99962919,X42084991X,Mr.,Janae42,Mertz319,,,M,hispanic,mexican,M,Randolph MA US,1977 Adolph Locks Apt. 362 Rochester MA 02770 US,Acute viral pharyngitis (disorder),Streptococcal sore throat (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2010.0,2011.0,2015.0,,,,,,,,,,,,,,,1986.0,,30.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a041827-fbd0-4983-ba42-de04d7aabca2,0.0,2,0,0,0,1979-11-28,,999-27-3153,S99931329,X86048132X,Ms.,Joan444,Gaylord52,,,S,white,irish,F,Holyoke MA US,513 Joany Tunnel Boston MA 02118 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Streptococcal sore throat (disorder),,,,,,,,,,,,,,,2010.0,2012.0,2014.0,,,,,,,,,,,,,,,1979.0,,37.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e9095f2-0e34-462e-92a9-c7221da4ef22,0.0,6,0,1,0,2002-01-12,,999-22-3975,,,,Joanne495,McGlynn852,,,,white,french_canadian,F,Worcester MA US,5211 Nickolas Corners Suite 630 Worcester MA 01602 US,Facial laceration,Viral sinusitis (disorder),Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2010.0,2011.0,2011.0,2013.0,,,,,,,,,,,,,,2002.0,,14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22c2927b-0ae8-4801-9a5e-f5ab10957543,0.0,4,0,0,0,1961-04-30,,999-34-7777,S99915739,false,Mr.,Gina788,Schuppe558,,,M,white,english,M,Westwood MA US,8989 Schumm Fort Boston MA 02215 US,Acute bronchitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2014.0,,,,,,,,,,,,,,,,1961.0,,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdb11b5e-4476-4b51-8d8e-fba2be886435,0.0,9,0,0,0,2009-01-19,,999-89-7169,,,,Cassandre928,Mraz273,,,,asian,chinese,M,Salem MA US,2509 Quitzon Underpass Belchertown MA 01007 US,Otitis media,,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2009.0,,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcdf4574-4b79-43c6-9a8c-346b014ed064,0.0,5,0,0,0,1946-03-10,,999-41-2320,S99961142,false,Mr.,Enoch122,Blick737,,,M,white,german,M,Nantucket MA US,8802 Micah Stravenue Suite 295 Boston MA 02118 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1946.0,,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96b7c848-5581-4c80-831a-8dab56674c3c,0.0,5,0,0,0,1945-03-17,,999-88-9029,S99944527,X28199807X,Mr.,Hildegard315,Reynolds786,,,M,white,irish,M,Wilmington MA US,8774 Darrell Estates Apt. 306 New Bedford MA 02740 US,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2013.0,2015.0,,,,,,,,,,,,,,,,1945.0,,71.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60e84d36-1eaa-425c-9878-b64573f7543c,0.0,2,0,0,0,1977-03-21,,999-80-2632,S99933177,X54791913X,Ms.,Stanton387,Blick38,,,S,white,swedish,F,Winchester MA US,25096 Osinski Centers Scituate MA 02060 US,Gout,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2010.0,2012.0,2015.0,,,,,,,,,,,,,,,1977.0,,39.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d5e2917-bfec-4237-9578-078c954b08dc,0.0,5,0,0,0,1953-03-16,,999-63-5292,S99937651,X16834814X,Mrs.,Dedric616,Beahan379,,Tremblay475,M,white,polish,F,Mansfield MA US,2589 Glenna Ferry Ware MA 01082 US,Osteoarthritis of hip,,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1953.0,,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c5d417d-a52a-4431-a6b0-b0b33c9ef8ae,0.0,5,0,0,0,1954-09-17,,999-44-5916,S99967724,false,Mr.,Stanley666,Wyman403,,,M,hispanic,puerto_rican,M,Sudbury MA US,158 Kaitlyn Plains Apt. 841 Lynn MA 01904 US,Viral sinusitis (disorder),Osteoporosis (disorder),,,,,,,,,,,,,,,,2014.0,2015.0,,,,,,,,,,,,,,,,1954.0,,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
942a80fc-5f1e-433d-853d-bd53e13c5dc0,0.0,2,0,0,0,1984-09-26,,999-25-2631,S99915371,false,Ms.,Jaleel60,Stehr321,,,S,white,irish,F,Fairhaven MA US,673 Glen Fords Suite 395 Great Barrington MA 01230 US,Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,,2010.0,2014.0,,,,,,,,,,,,,,,,1984.0,,32.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
